order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee,Status,Complain,Refund,Account Number,Phone Number
ORDZ01425,12/3/18,10:11:49,Breakfast,NS,"[('Eggs', 10), ('Coffee', 10)]",295,-37.8149933,144.9502868,0,10.204,15.6000683,Delivered,0,0,4810000000000 ,925.067.7413
ORDA10124,2/2/18,9:00:50,Breakfast,BK,"[('Coffee', 4), ('Pancake', 2), ('Eggs', 3)]",144.5,-37.8155572,144.9664266,0,7.533,11.88814,Delivered,0,0,3540090000000000 ,001-360-952-2711x29032
ORDB02700,11/9/18,16:27:02,Dinner,TP,"[('Salmon', 9), ('Shrimp', 10)]",909,-37.8079843,144.9688723,0,9.114,13.0064822,Delivered,0,0,36400000000000 ,8662467480
ORDX06075,10/6/18,13:14:21,Lunch,BK,"[('Burger', 9), ('Salad', 8), ('Steak', 1)]",461.6,-37.8150557,144.9451777,0,9.142,17.1956663,Delivered,0,0,344000000000000 ,211-744-4609
ORDC06585,18/8/18,15:36:20,Lunch,NS,"[('Burger', 5), ('Steak', 7), ('Fries', 1), ('Chicken', 4)]",610,-37.8129552,144.9680058,0,7.657,15.416965,Delivered,0,0,4341290000000000000 ,+1-571-043-7483x6160
ORDA02304,10/8/18,15:16:03,Lunch,BK,"[('Chicken', 1), ('Fries', 6), ('Steak', 7), ('Salad', 3), ('Burger', 5)]",625.6,-37.7991671,144.9634291,0,8.21,14.1926457,Delivered,0,0,6011710000000000 ,1504400090
ORDK06543,26/3/18,10:42:15,Breakfast,BK,"[('Pancake', 9), ('Cereal', 6), ('Coffee', 9)]",411.75,-37.8194657,144.9985596,0,5.096,9.3808471,Delivered,0,0,639000000000 ,927-192-0821
ORDZ07247,28/9/18,16:57:27,Dinner,NS,"[('Fish&Chips', 6), ('Pasta', 4), ('Shrimp', 1), ('Salmon', 9)]",743,-37.8089964,144.9460894,0,8.97,14.4075932,Delivered,0,0,3514010000000000 ,1913176117
ORDB00415,12/10/18,17:27:53,Dinner,TP,"[('Salmon', 2), ('Shrimp', 1)]",136,-37.8086535,144.9443381,0,10.081,13.8537082,Delivered,0,0,180000000000000 ,-7275
ORDJ01757,23/9/18,16:47:19,Dinner,TP,"[('Fish&Chips', 4), ('Pasta', 9), ('Shrimp', 2)]",495.5,-37.798872,144.9543817,0,9.955,15.0015938,Delivered,0,0,502000000000 ,808-316-5858
ORDK01392,31/12/18,20:00:00,Dinner,BK,"[('Salmon', 5), ('Fish&Chips', 8), ('Shrimp', 6), ('Pasta', 5)]",946.5,-37.8053578,144.9995589,0,4.8,5.96531165,Delivered,0,0,375000000000000 ,-4219
ORDZ02636,7/10/18,17:17:44,Dinner,NS,"[('Shrimp', 3), ('Fish&Chips', 2), ('Pasta', 6)]",397,-37.822584,144.9610415,0,9.21,8.92480545,Delivered,0,0,2710000000000000 ,001-585-000-2432
ORDY00178,27/10/18,17:58:18,Dinner,TP,"[('Pasta', 1), ('Fish&Chips', 4)]",167.5,-37.8185902,144.9991856,0,10.515,16.1653558,Delivered,0,0,6011790000000000 ,(772)442-0255
ORDY08344,7/6/18,13:14:21,Lunch,TP,"[('Fries', 9), ('Steak', 8), ('Burger', 10), ('Salad', 2)]",812.4,-37.814846,144.9458903,0,9.481,12.6393948,Delivered,0,0,502000000000 ,(187)245-3193
ORDB09473,20/6/18,13:34:38,Lunch,TP,"[('Steak', 8), ('Fries', 9), ('Burger', 3), ('Salad', 8), ('Chicken', 1)]",730.6,-37.8008381,144.9724456,0,10.036,13.4228636,Delivered,0,0,4766320000000000 ,614-685-0536x068
ORDA07252,8/1/18,8:10:08,Breakfast,BK,"[('Pancake', 10), ('Coffee', 7), ('Cereal', 8), ('Eggs', 6)]",595,-37.8142644,144.9379114,1,10.162,7.818697,Delivered,0,0,3534130000000000 ,240.415.6043
ORDK10290,30/11/18,18:59:09,Dinner,BK,"[('Fish&Chips', 9), ('Shrimp', 9), ('Salmon', 3), ('Pasta', 2)]",979,-37.8017119,145.0043756,0,5.406,12.2204266,Delivered,0,0,3537220000000000 ,245.812.7399x91640
ORDI08871,12/4/18,11:12:40,Breakfast,NS,"[('Eggs', 8), ('Pancake', 10)]",418.5,-37.8078889,144.9730386,0,7.08,12.2272002,Delivered,0,0,4120000000000 ,092.526.3983
ORDJ06570,26/11/18,18:49:00,Dinner,TP,"[('Pasta', 6), ('Fish&Chips', 3), ('Salmon', 1)]",311,-37.8008256,145.0046635,0,12.259,16.1603517,Delivered,0,0,4730000000000000 ,001-083-787-9955x510
ORDB02640,4/4/18,11:02:32,Breakfast,TP,"[('Cereal', 8), ('Coffee', 1), ('Eggs', 6), ('Pancake', 4)]",404.5,-37.8184782,144.9639422,0,7.644,10.7346719,Delivered,0,0,502000000000 ,273-690-3976x62266
ORDK01663,15/6/18,13:24:30,Lunch,BK,"[('Burger', 8), ('Steak', 5)]",473,-37.8233121,144.9406361,0,10.147,16.3039489,Delivered,0,0,6011460000000000 ,001-341-290-4212x42648
ORDX10686,6/8/18,15:05:54,Lunch,BK,"[('Steak', 9), ('Burger', 7), ('Chicken', 4)]",750,-37.8083022,145.0002078,0,4.36,10.2698507,Delivered,0,0,4138570000000000 ,001-658-677-1495x444
ORDI10350,26/10/18,17:48:10,Dinner,NS,"[('Pasta', 8), ('Fish&Chips', 6)]",430,-37.82048,144.9657125,0,8.925,14.918438,Delivered,0,0,4312760000000000 ,807-883-6460x0681
ORDJ02649,2/4/18,10:52:23,Breakfast,TP,"[('Pancake', 6), ('Cereal', 9)]",334.5,-37.8242505,144.9905173,0,9.618,11.5083717,Delivered,0,0,6559780000000000 ,001-400-768-5878x7879
ORDX07877,30/6/18,13:54:55,Lunch,BK,"[('Salad', 4), ('Burger', 7), ('Steak', 10), ('Fries', 6)]",807.8,-37.8045393,144.9281603,0,10.696,19.4056551,Delivered,0,0,6547210000000000 ,(909)534-6131
ORDC07288,28/7/18,14:55:46,Lunch,NS,"[('Fries', 1), ('Burger', 5)]",167,-37.8159398,144.9610629,0,8.398,15.9909904,Delivered,0,0,4535730000000000 ,(972)757-2747
ORDC10061,7/12/18,19:19:26,Dinner,NS,"[('Shrimp', 2), ('Salmon', 5), ('Fish&Chips', 9)]",628,-37.8185913,144.9596726,0,8.833,14.7495245,Cancelled,0,0,3554310000000000 ,830-584-6891x428
ORDC05427,13/2/18,9:21:07,Breakfast,NS,"[('Cereal', 6), ('Eggs', 7), ('Coffee', 9)]",347.5,-37.7991957,144.9876969,0,7.907,12.4327351,Delivered,0,0,4940000000000000 ,153-007-7198
ORDA00193,9/10/18,17:17:44,Dinner,BK,"[('Shrimp', 8), ('Fish&Chips', 9), ('Pasta', 4), ('Salmon', 8)]",1185,-37.8163524,144.9883405,0,5.77,12.6183746,Delivered,0,0,4758680000000000 ,7929414527
ORDB10399,27/3/18,10:42:15,Breakfast,TP,"[('Coffee', 8), ('Eggs', 2), ('Pancake', 3), ('Cereal', 2)]",218.75,-37.8211349,144.9577267,0,7.946,11.0037561,Delivered,0,0,3540370000000000 ,001-051-191-4495x207
ORDC03304,24/6/18,13:44:47,Lunch,NS,"[('Burger', 3), ('Steak', 2), ('Chicken', 1), ('Fries', 4)]",263,-37.8071519,144.9880175,0,8.131,15.7161509,Delivered,0,0,3548830000000000 ,316-476-7626x36341
ORDA07676,20/5/18,12:33:48,Lunch,BK,"[('Chicken', 5), ('Burger', 9)]",439,-37.8097067,144.9930454,0,4.758,13.0069315,Delivered,0,0,4011920000000000 ,+1-755-475-3272x5372
ORDA05814,25/5/18,12:43:56,Lunch,BK,"[('Salad', 8), ('Fries', 4), ('Burger', 6)]",371.6,-37.8035393,144.9944731,0,5.258,10.8091371,Delivered,0,0,2288390000000000 ,997-521-5245
ORDY10713,6/9/18,16:06:45,Dinner,TP,"[('Pasta', 2), ('Fish&Chips', 8), ('Shrimp', 3), ('Salmon', 6)]",743,-37.8031607,144.9500698,0,10.174,14.0855952,Delivered,1,0,4607090000000000000 ,(667)879-9368
ORDZ05517,5/6/18,13:04:13,Lunch,NS,"[('Chicken', 10), ('Salad', 8), ('Fries', 6), ('Burger', 3), ('Steak', 6)]",892.6,-37.8029372,144.9444736,0,8.739,21.7856025,Delivered,0,0,574000000000 ,001-184-106-1677x2201
ORDJ03411,21/9/18,16:47:19,Dinner,TP,"[('Fish&Chips', 6), ('Shrimp', 9)]",696,-37.8202785,144.957434,0,7.963,12.3006909,Delivered,0,0,341000000000000 ,169-141-9913
ORDC10534,15/11/18,18:28:43,Dinner,NS,"[('Shrimp', 4), ('Salmon', 5), ('Pasta', 3)]",503.5,-37.8099203,144.9784012,0,7.716,13.9695696,Delivered,0,0,180000000000000 ,+1-462-874-5264x22138
ORDB00833,4/12/18,19:09:17,Dinner,TP,"[('Fish&Chips', 3), ('Salmon', 7)]",392,-37.815713,144.9687988,0,8.057,12.2495739,Delivered,0,0,3512450000000000 ,+1-571-586-4702x5273
ORDJ00366,26/9/18,16:47:19,Dinner,TP,"[('Salmon', 1), ('Pasta', 9), ('Fish&Chips', 1)]",323.5,-37.8115199,144.9272068,0,11.483,15.4371415,Delivered,0,0,4292170000000000000 ,001-127-615-3152x3398
ORDB03455,20/5/18,12:33:48,Lunch,TP,"[('Salad', 5), ('Chicken', 5), ('Steak', 3)]",381,-37.801975,144.9571579,0,9.514,14.0005829,Delivered,0,0,5373070000000000 ,759.784.4099
ORDK11064,6/5/18,12:03:22,Lunch,BK,"[('Burger', 1), ('Fries', 9), ('Steak', 1)]",184,-37.8084849,144.9993917,0,4.401,12.8166092,Delivered,0,0,4370900000000000 ,001-438-814-7210x788
ORDK06452,9/7/18,14:15:12,Lunch,BK,"[('Steak', 8), ('Burger', 1), ('Fries', 1), ('Salad', 1)]",420.2,-37.8023534,144.9630115,0,7.839,13.9848282,Delivered,0,0,4156240000000000 ,986.659.5357x280
ORDJ00090,15/3/18,10:21:58,Breakfast,TP,"[('Eggs', 1), ('Cereal', 9)]",211,-37.8010658,145.0049799,0,12.353,14.6656171,Delivered,0,0,676000000000 ,001-720-180-2105x43103
ORDK10402,20/7/18,14:35:29,Lunch,BK,"[('Steak', 6), ('Burger', 7), ('Salad', 7), ('Chicken', 7)]",831.4,-37.8225174,144.9547037,0,8.78,14.7047015,Delivered,0,0,180000000000000 ,001-568-956-3609
ORDI08848,31/12/18,20:00:00,Dinner,NS,"[('Fish&Chips', 1), ('Shrimp', 2)]",143,-37.803388,145.0075238,0,9.747,15.7187149,Delivered,0,0,502000000000 ,001-907-062-3192
ORDK07568,21/8/18,15:36:20,Lunch,BK,"[('Burger', 8), ('Chicken', 8)]",504,-37.8215851,145.002372,0,4.995,10.9536751,Delivered,0,0,4910000000000 ,001-544-758-6754x8478
ORDX03907,23/6/18,13:44:47,Lunch,BK,"[('Steak', 7), ('Chicken', 9), ('Salad', 3), ('Fries', 2)]",678.6,-37.7986268,144.9811829,0,6.829,15.1752586,Delivered,0,0,6011650000000000 ,564-037-4662x273
ORDX05827,24/12/18,19:49:51,Dinner,BK,"[('Fish&Chips', 9), ('Pasta', 10), ('Salmon', 8)]",918,-37.80348,144.936364,0,10.554,18.0123093,Delivered,0,0,502000000000 ,001-293-148-8292x7173
ORDI08208,5/12/18,19:09:17,Dinner,NS,"[('Pasta', 8), ('Fish&Chips', 4), ('Shrimp', 5)]",630,-37.8194662,144.9819554,0,9.089,14.469165,Delivered,1,1,4607090000000000000 ,(667)879-9368
ORDJ08747,23/4/18,11:43:05,Breakfast,TP,"[('Coffee', 9), ('Cereal', 9), ('Pancake', 9)]",474.75,-37.8194809,144.9521545,0,8.63,5.6541943,Delivered,0,0,4810070000000000 ,725-983-9399
ORDK04952,14/12/18,19:29:34,Dinner,BK,"[('Salmon', 7), ('Shrimp', 5), ('Pasta', 3), ('Fish&Chips', 3)]",744.5,-37.8094704,144.9727182,0,6.692,13.2441245,Delivered,0,0,3593070000000000 ,(412)613-2244x527
ORDZ07372,24/11/18,18:49:00,Dinner,NS,"[('Pasta', 2), ('Fish&Chips', 6)]",265,-37.8041928,144.9585999,0,7.52,15.5007572,Delivered,0,0,4460000000000000 ,001-581-160-0356x35691
ORDI10595,2/6/18,13:04:13,Lunch,NS,"[('Salad', 8), ('Steak', 8), ('Fries', 2), ('Chicken', 8)]",777.6,-37.8177636,144.9659853,0,8.436,15.6467892,Delivered,0,0,2243660000000000 ,797-436-0552x184
ORDC04357,2/9/18,16:06:45,Dinner,NS,"[('Fish&Chips', 9), ('Salmon', 1), ('Shrimp', 8)]",788,-37.8127111,144.9688045,0,7.602,15.1330436,Delivered,0,0,4391810000000000 ,001-092-289-5716x4740
ORDY10091,28/12/18,20:00:00,Dinner,TP,"[('Shrimp', 8), ('Salmon', 3)]",555,-37.8119519,144.9711716,0,8.712,12.5842553,Delivered,0,0,30200000000000 ,071-245-4927x70952
ORDY07761,25/12/18,19:49:51,Dinner,TP,"[('Shrimp', 4), ('Pasta', 10), ('Salmon', 4), ('Fish&Chips', 3)]",760,-37.8220781,144.969508,0,7.837,12.3746175,Delivered,0,0,4040000000000 ,042-921-6878x26528
ORDC03783,16/2/18,9:31:16,Breakfast,NS,"[('Eggs', 5), ('Coffee', 4), ('Cereal', 3), ('Pancake', 3)]",275.75,-37.8099503,144.9504362,0,8.583,13.3222604,Delivered,0,0,562000000000 ,921-131-3730x654
ORDZ08588,29/8/18,15:56:37,Lunch,NS,"[('Chicken', 4), ('Fries', 4), ('Salad', 6), ('Burger', 5)]",434.2,-37.8118155,144.95579,0,8.171,13.7533145,Delivered,0,0,213000000000000 ,478-047-6370x896
ORDX03172,13/10/18,17:27:53,Dinner,BK,"[('Fish&Chips', 3), ('Salmon', 10)]",515,-37.8207499,144.9574438,0,8.486,17.7774401,Cancelled,0,0,4840000000000 ,001-539-542-2431x56244
ORDI10152,15/4/18,11:22:49,Breakfast,NS,"[('Coffee', 7), ('Cereal', 1)]",73.5,-37.8142125,145.0116775,0,10.878,18.165945,Cancelled,0,0,4430000000000 ,-7548
ORDC04039,30/4/18,11:53:14,Breakfast,NS,"[('Coffee', 2), ('Cereal', 8), ('Pancake', 4)]",280,-37.8148837,144.9448938,0,9.197,21.26024865,Cancelled,0,0,4512760000000000000 ,381.357.8912x29990
ORDY10932,1/4/18,10:52:23,Breakfast,TP,"[('Cereal', 4), ('Pancake', 2)]",132.5,-37.8189098,144.9625488,0,7.746,11.667601,Delivered,0,0,676000000000 ,+1-743-807-1009x32738
ORDX06763,27/1/18,8:50:42,Breakfast,BK,"[('Coffee', 3), ('Eggs', 7)]",176.5,-37.8051371,144.925914,0,10.971,18.1717141,Delivered,0,0,4694810000000000 ,912.580.9548
ORDZ07754,19/2/18,9:31:16,Breakfast,NS,"[('Eggs', 10), ('Coffee', 2)]",235,-37.8194662,144.9819554,0,8.085,12.9418714,Delivered,1,1,4607090000000000000 ,(667)879-9368
ORDK04935,25/1/18,8:40:33,Breakfast,BK,"[('Cereal', 5), ('Coffee', 7)]",157.5,-37.8088541,144.9362498,0,10.137,14.8710936,Delivered,0,0,3592520000000000 ,009-606-3697
ORDZ02816,23/3/18,10:42:15,Breakfast,NS,"[('Pancake', 9), ('Cereal', 2), ('Coffee', 9), ('Eggs', 8)]",503.75,-37.8147867,144.9500749,0,10.175,22.78592265,Delivered,0,0,180000000000000 ,029.781.0012
ORDY03083,6/2/18,9:10:59,Breakfast,TP,"[('Coffee', 6), ('Pancake', 1)]",69.25,-37.8247196,144.9884504,0,9.198,11.5895888,Delivered,0,0,639000000000 ,923-810-0664x2605
ORDC02331,10/2/18,9:21:07,Breakfast,NS,"[('Coffee', 6), ('Cereal', 6), ('Pancake', 9)]",389.25,-37.8089463,144.9665017,0,7.178,14.1168881,Delivered,0,0,180000000000000 ,838.593.0678x0357
ORDA06938,16/8/18,15:26:11,Lunch,BK,"[('Chicken', 9), ('Salad', 3), ('Burger', 6), ('Steak', 1)]",570.6,-37.8172506,144.9553735,0,8.568,14.6561203,Delivered,0,0,676000000000 ,001-933-031-4554
ORDJ00768,3/6/18,13:04:13,Lunch,TP,"[('Salad', 4), ('Chicken', 9), ('Burger', 9), ('Steak', 2), ('Fries', 2)]",749.8,-37.8124152,144.9588562,0,8.685,13.0382937,Delivered,0,0,4846910000000000000 ,+1-296-406-1972x636
ORDZ07792,6/5/18,12:03:22,Lunch,NS,"[('Fries', 9), ('Steak', 6), ('Chicken', 4), ('Burger', 2), ('Salad', 5)]",654,-37.7998319,144.9841442,0,7.492,14.8835023,Delivered,0,0,3591370000000000 ,+1-287-950-9833x867
ORDA09376,23/8/18,15:46:28,Lunch,BK,"[('Salad', 2), ('Steak', 7)]",349.4,-37.8144195,144.935355,0,10.213,23.6677608,Delivered,0,0,213000000000000 ,(181)224-0512
ORDK10995,29/7/18,14:55:46,Lunch,BK,"[('Burger', 8), ('Fries', 3), ('Steak', 6), ('Salad', 3), ('Chicken', 10)]",925.6,-37.8115874,144.9648105,0,7.424,15.6645904,Delivered,0,0,346000000000000 ,892.864.0520x8379
ORDK00996,10/6/18,13:14:21,Lunch,BK,"[('Chicken', 1), ('Salad', 7), ('Burger', 3)]",245.4,-37.8017589,144.957393,0,8.193,16.8649113,Delivered,0,0,5182000000000000 ,603.943.5147
ORDK10100,6/2/18,9:10:59,Breakfast,BK,"[('Pancake', 5), ('Cereal', 10)]",331.25,-37.8247351,144.9885515,0,6.44,11.1486884,Delivered,0,0,4846980000000000 ,404-154-3533x3361
ORDC02252,25/11/18,18:49:00,Dinner,NS,"[('Shrimp', 10), ('Pasta', 7), ('Salmon', 4), ('Fish&Chips', 2)]",966.5,-37.8060922,144.9584327,0,7.724,16.0150809,Delivered,0,0,180000000000000 ,(425)608-0861x43841
ORDC07353,5/8/18,15:05:54,Lunch,NS,"[('Salad', 4), ('Steak', 10)]",518.8,-37.8132289,144.9883151,0,8.794,16.713136,Delivered,0,0,180000000000000 ,001-186-852-2144x274
ORDK05613,1/8/18,14:55:46,Lunch,BK,"[('Chicken', 9), ('Salad', 3), ('Burger', 2), ('Fries', 9)]",509.6,-37.8069403,144.9488771,0,8.791,14.986501,Delivered,0,0,3547180000000000 ,893.173.5645
ORDA01291,27/7/18,14:45:38,Lunch,BK,"[('Steak', 3), ('Fries', 1), ('Salad', 4), ('Chicken', 10)]",535.8,-37.8031607,144.9500698,0,7.063,13.0752944,Delivered,1,1,4281350000000000000 ,(285)218-5515x3348
ORDA10117,11/11/18,18:28:43,Dinner,BK,"[('Salmon', 1), ('Shrimp', 4), ('Pasta', 3)]",339.5,-37.8124129,144.9517593,0,3.711,13.0393552,Delivered,1,1,4281350000000000000 ,(285)218-5515x3348
ORDX06134,27/10/18,17:58:18,Dinner,BK,"[('Fish&Chips', 7), ('Salmon', 6), ('Shrimp', 10), ('Pasta', 3)]",1113.5,-37.8204865,144.9659114,0,7.996,17.1601416,Delivered,0,0,3506520000000000 ,169.480.9066
ORDY06417,25/10/18,17:48:10,Dinner,TP,"[('Shrimp', 4), ('Salmon', 8)]",544,-37.8195254,144.9624772,0,7.853,12.1804257,Delivered,0,0,30100000000000 ,(332)118-9245x78362
ORDJ09111,16/3/18,10:21:58,Breakfast,TP,"[('Pancake', 8), ('Cereal', 6)]",320,-37.7974511,145.0033132,0,12.671,21.2511126,Delivered,0,0,504000000000 ,001-925-205-2185x9318
ORDJ06571,27/8/18,15:56:37,Lunch,TP,"[('Chicken', 8), ('Steak', 4), ('Salad', 1)]",453.2,-37.8190279,144.954338,0,8.389,11.54512,Delivered,0,0,30400000000000 ,001-178-974-5913x06485
ORDI00621,3/5/18,12:03:22,Lunch,NS,"[('Chicken', 3), ('Burger', 5), ('Fries', 8), ('Salad', 2)]",381.4,-37.8116535,144.9639498,0,7.748,13.0300403,Delivered,0,0,180000000000000 ,(954)172-0174
ORDX07237,16/6/18,13:24:30,Lunch,BK,"[('Chicken', 8), ('Steak', 2), ('Salad', 7), ('Burger', 2), ('Fries', 4)]",576.4,-37.8223938,144.9487416,0,9.186,18.0919812,Delivered,0,0,36400000000000 ,001-547-055-3555x63069
ORDA09953,23/7/18,14:45:38,Lunch,BK,"[('Steak', 4), ('Salad', 10), ('Fries', 3)]",388,-37.8236939,145.0137561,0,4.828,10.7181467,Delivered,0,0,4065080000000000 ,(690)815-0621x20843
ORDC01426,4/11/18,18:08:27,Dinner,NS,"[('Pasta', 10), ('Salmon', 1), ('Shrimp', 1)]",370,-37.8187901,144.9529565,0,9.244,17.0758592,Delivered,0,0,6562740000000000 ,001-539-136-5401
ORDZ10965,5/4/18,11:02:32,Breakfast,NS,"[('Coffee', 5), ('Eggs', 2), ('Pancake', 1), ('Cereal', 1)]",126.75,-37.8177257,144.9518751,0,9.133,14.3822206,Delivered,0,0,60412959201 ,(632)702-0290x150
ORDJ10373,12/8/18,15:26:11,Lunch,TP,"[('Fries', 8), ('Burger', 8)]",344,-37.8129835,144.988359,0,9.807,14.3123376,Delivered,0,0,630000000000 ,374.495.8579x80323
ORDY05723,2/4/18,10:52:23,Breakfast,TP,"[('Pancake', 2), ('Cereal', 7)]",195.5,-37.8172549,144.9531826,0,8.61,10.9375253,Delivered,0,0,4545900000000000 ,001-121-098-1996x77609
ORDK07773,18/9/18,16:37:10,Dinner,BK,"[('Salmon', 4), ('Fish&Chips', 4), ('Shrimp', 5), ('Pasta', 8)]",794,-37.805895,144.9559639,0,8.063,14.6644636,Delivered,0,0,4594240000000000000 ,+1-858-329-4846x980
ORDJ01390,11/3/18,10:11:49,Breakfast,TP,"[('Cereal', 2), ('Eggs', 6)]",174,-37.8065824,144.9629048,0,9.007,12.6044712,Delivered,0,0,30300000000000 ,(936)484-1594x847
ORDB08180,15/7/18,14:25:21,Lunch,TP,"[('Fries', 2), ('Burger', 7)]",241,-37.8034761,144.9663902,0,9.471,21.1392024,Delivered,0,0,4570000000000 ,(945)165-0159x183
ORDX09857,17/10/18,17:38:01,Dinner,BK,"[('Fish&Chips', 9), ('Shrimp', 3)]",477,-37.8027506,144.950142,0,8.73,15.6884969,Delivered,0,0,2270000000000000 ,000.471.8073x484
ORDI04919,21/8/18,15:36:20,Lunch,NS,"[('Salad', 8), ('Chicken', 6), ('Steak', 9), ('Fries', 6)]",806.6,-37.8112963,144.9440215,0,10.073,15.7845486,Delivered,0,0,4493610000000000 ,+1-436-977-4509x994
ORDJ01074,2/8/18,15:05:54,Lunch,TP,"[('Burger', 9), ('Chicken', 5), ('Steak', 1)]",484,-37.8114554,144.9911237,0,10.171,13.1057635,Delivered,0,0,3522520000000000 ,126-745-4932
ORDJ02493,27/1/18,8:50:42,Breakfast,TP,"[('Coffee', 6), ('Eggs', 5), ('Cereal', 10), ('Pancake', 2)]",413.5,-37.8095985,144.9345653,0,10.671,21.0118662,Delivered,0,0,60457583494 ,(774)711-2804x55506
ORDI07815,12/9/18,16:27:02,Dinner,NS,"[('Shrimp', 9), ('Fish&Chips', 4), ('Salmon', 7)]",913,-37.8222361,144.9677432,0,8.922,14.4889059,Cancelled,0,0,4243500000000000 ,247.088.4549x51507
ORDI02000,12/2/18,9:21:07,Breakfast,NS,"[('Cereal', 5), ('Pancake', 4)]",202,-37.8156509,144.9741108,0,8.049,12.730147,Cancelled,0,0,4983270000000000 ,+1-259-447-0723x5310
ORDZ05389,23/10/18,17:48:10,Dinner,NS,"[('Pasta', 5), ('Fish&Chips', 10), ('Salmon', 3), ('Shrimp', 6)]",934.5,-37.8083859,144.9477409,0,8.839,14.5740105,Cancelled,0,0,30300000000000 ,690-500-7432x7168
ORDA10748,25/2/18,9:41:24,Breakfast,BK,"[('Coffee', 4), ('Cereal', 9), ('Pancake', 1), ('Eggs', 1)]",265.25,-37.8148622,144.9607278,0,7.959,15.6436367,Cancelled,0,0,213000000000000 ,1200468941
ORDZ00848,30/7/18,14:55:46,Lunch,NS,"[('Steak', 8), ('Chicken', 8), ('Salad', 8), ('Burger', 4), ('Fries', 7)]",961.6,-37.8121635,144.9737165,0,7.635,13.0402629,Cancelled,0,0,2542250000000000 ,954-530-8378x065
ORDY07711,20/1/18,8:30:25,Breakfast,TP,"[('Cereal', 3), ('Coffee', 2), ('Eggs', 3), ('Pancake', 2)]",192.5,-37.811653,144.9381715,0,10.805,14.5275156,Delivered,0,0,4500000000000 ,3183085239
ORDJ08264,7/11/18,18:18:35,Dinner,TP,"[('Pasta', 1), ('Fish&Chips', 3)]",132.5,-37.8121882,144.9623663,0,8.253,6.4487807,Delivered,0,0,4800570000000000 ,(762)742-0545x4360
ORDI07121,16/8/18,15:26:11,Lunch,NS,"[('Chicken', 2), ('Salad', 3), ('Steak', 2), ('Burger', 2), ('Fries', 2)]",291.6,-37.8104908,144.9754623,0,7.565,13.1571689,Delivered,0,0,36900000000000 ,1295920082
ORDX01507,6/10/18,17:07:36,Dinner,BK,"[('Fish&Chips', 2), ('Salmon', 10)]",480,-37.8174608,144.9674195,0,7.455,25.5779772,Delivered,0,0,6600000000000000 ,001-212-282-6605x4590
ORDA10067,4/2/18,9:00:50,Breakfast,BK,"[('Pancake', 6), ('Eggs', 4), ('Cereal', 10)]",443.5,-37.8225799,144.9610311,0,8.348,15.9030432,Delivered,0,0,60405369160 ,(055)519-5516
ORDY09463,10/10/18,17:17:44,Dinner,TP,"[('Salmon', 6), ('Pasta', 1), ('Shrimp', 9), ('Fish&Chips', 2)]",829.5,-37.8197652,144.9989599,0,10.572,14.3066612,Delivered,1,1,4281350000000000000 ,(420)739-6574x7274
ORDC06634,13/10/18,17:27:53,Dinner,NS,"[('Salmon', 4), ('Fish&Chips', 2)]",234,-37.8207232,144.9574815,0,9.327,16.935637,Delivered,0,0,3600000000000000 ,989.192.5474
ORDA06425,2/8/18,15:05:54,Lunch,BK,"[('Fries', 2), ('Chicken', 3), ('Salad', 4), ('Steak', 3), ('Burger', 10)]",633.8,-37.8010098,144.9724161,0,7.323,13.0640154,Delivered,0,0,4020000000000 ,(665)152-4257x155
ORDB07987,29/11/18,18:59:09,Dinner,TP,"[('Fish&Chips', 7), ('Salmon', 2), ('Shrimp', 1)]",381,-37.8107719,144.9566333,0,8.791,12.8329995,Delivered,0,0,583000000000 ,526.332.9796
ORDC06920,30/12/18,20:00:00,Dinner,NS,"[('Pasta', 2), ('Salmon', 6)]",301,-37.8060488,144.9333386,0,10.087,18.0049283,Delivered,0,0,374000000000000 ,930.520.7691x06493
ORDI05559,15/5/18,12:23:39,Lunch,NS,"[('Steak', 9), ('Chicken', 7), ('Fries', 5), ('Salad', 9)]",843.8,-37.8081849,144.9687701,0,6.971,18.16070715,Delivered,0,0,4473730000000000 ,936-977-9666x04225
ORDC03253,19/11/18,18:38:52,Dinner,NS,"[('Shrimp', 9), ('Salmon', 2), ('Pasta', 4), ('Fish&Chips', 9)]",993,-37.8205611,144.9487888,0,9.69,15.1563583,Delivered,0,0,2287140000000000 ,972-963-2407
ORDY03350,20/12/18,19:39:43,Dinner,TP,"[('Fish&Chips', 7), ('Pasta', 9), ('Salmon', 9), ('Shrimp', 3)]",1023.5,-37.816221,144.9337563,0,10.75,14.8763571,Delivered,0,0,4050610000000000 ,+1-575-834-9072x435
ORDK06722,10/11/18,18:18:35,Dinner,BK,"[('Shrimp', 5), ('Pasta', 2)]",325,-37.8157663,144.9665926,0,7.546,17.2157047,Cancelled,0,0,4860000000000 ,4963039624
ORDB00734,28/7/18,14:55:46,Lunch,TP,"[('Chicken', 5), ('Fries', 7), ('Burger', 1)]",275,-37.8092376,145.0129581,0,8.344,13.4450141,Delivered,1,1,4281350000000000000 ,(420)739-6574x7274
